-0.1599,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1367,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.1089,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,-0.0470,0.7271
-0.5748,0.1974,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,2.7310,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674,3.0674
0.0073,0.0073,0.0554,0.0554,0.0554,0.2807,0.2807,0.2885,0.2885,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082
-0.0460,-0.0460,-0.0460,-0.0460,-0.0460,-0.0460,-0.0460,-0.0460,-0.0460,-0.0391,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,0.0080
-1.4764,-0.2670,-0.2670,-0.2670,-0.2670,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218,0.1218
-0.4597,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0426,0.0426,0.0426,0.0426,0.0426,0.0426,0.0426,0.0426,0.0426,0.0426,0.0472
1.0279,1.0279,1.7626,1.7626,1.8442,1.8442,1.8442,1.8442,2.0331,2.0331,2.0331,2.0331,2.0331,2.0331,2.0331,2.0331,2.0331,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838,2.5838
-1.2230,-1.2230,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9301,-0.9296,-0.9296,-0.9296,-0.9296,-0.9296,-0.9296,-0.9296,-0.9296,-0.9296,-0.7750,-0.7750,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749,-0.2749
0.5016,0.6882,0.7154,0.7154,0.7640,0.7640,0.7640,1.2764,1.2764,1.2764,1.2764,1.2764,1.3662,1.3662,1.3662,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936,1.4936
-0.3357,-0.3357,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.3112,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.2903,-0.1737,-0.1737,-0.1737,-0.1737,-0.1737,-0.1737,-0.1737,-0.1737,-0.1737,-0.1618,-0.1618,-0.1618,-0.1618,-0.1618,-0.1618,-0.1618,-0.1618,-0.1150,-0.1150,-0.1150,-0.1150,-0.1150,-0.1150,-0.1127,-0.0714
-0.8703,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,-0.0170,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706
