0.5539,0.5539,0.5539,0.6011,0.6011,0.6011,0.6011,0.6011,0.6349,0.7265,0.7265,0.7265,0.7265,0.7265,0.7265,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.2988,1.8567,1.8567,1.8567,1.8567,1.8567,1.8567,1.8567,1.8567
-1.0570,-1.0570,-1.0570,-1.0570,-1.0570,-0.3784,-0.3784,-0.3784,-0.3784,-0.3784,-0.3784,-0.3784,-0.3784,-0.3784,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,-0.2180,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218,0.0218
-0.1695,-0.1695,-0.1695,-0.1695,-0.1695,-0.1580,-0.1580,-0.1580,-0.1206,-0.1058,-0.1058,-0.1058,-0.1058,-0.0311,-0.0311,-0.0311,-0.0311,-0.0311,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.0983,0.2548,0.2548,0.2548,0.2548,0.2548
-1.4830,-0.0183,-0.0181,-0.0136,0.0046,0.0046,0.0046,0.0046,0.0046,0.0080,0.0080,0.0080,0.0080,0.0080,0.0123,0.0123,0.0431,0.0431,0.0431,0.0431,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535,0.0535
-0.0782,2.8873,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.7280,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,3.9281,4.0023,4.0023,4.0023,4.0023,4.0023,4.0023,4.0023
-0.0256,0.0026,0.0026,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.4785,0.7716
-1.1669,-1.1669,-1.1669,-1.1669,-1.1669,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034,1.3034
1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,1.7630,2.0452,2.0452,2.0452,2.0452,2.0452,2.1396,2.1396,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687,2.6687
0.0250,0.0250,0.0469,0.0469,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649,0.3649
0.4807,0.4807,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5061,0.5654,0.5654,0.5654,0.5654,0.5654,0.5654,0.5654,0.5654,0.5654,0.5654,0.5654,0.5654
